pipeline_name,task_name,runtime,retry_count,rows_processed,schema_change,upstream_failed,error_log,root_cause,timestamp
load_balancer_pipeline,process_logs,3525,3,357689,False,False,MemoryError: unable to allocate 9.1 GiB. Worker OOM killed by kernel. Context: FATAL SignalException: SIGTERM | FATAL SignalException: SIGTERM | FATAL SignalException: SIGTERM,Resource Exhaustion,2024-02-15T07:39:00+00:00
error_tracking_pipeline,process_logs,2503,3,217369,False,False,KilledWorker: task exceeded memory limit and was killed by orchestrator on details-v1-79548dfc8f-22flc. Context: FATAL SignalException: SIGTERM | FATAL SignalException: SIGTERM | FATAL SignalException: SIGTERM,Resource Exhaustion,2024-02-16T00:19:00+00:00
marketing_pipeline,extract_campaigns,225,2,116824,False,False,DuplicateKeyError: 340 duplicate primary keys found in 'users' table.,Data Quality Issue,2024-01-01T14:40:00+00:00
cloud_infra_pipeline,check_pod_health,778,0,372260,False,False,"MemoryError: unable to allocate 5.8 GiB. Worker OOM killed by kernel. Context: ip-10-1-13-124 dhclient[2450]: XMT: Solicit on eth0, interval 110040ms. | ip-10-1-100-128 dhclient[2114]: XMT: Solicit on eth0, interval 119960ms. | ip-10-1-100-128 dhclient[2114]: XMT: Solicit on eth0, interval 118050ms.",Resource Exhaustion,2024-01-24T06:25:00+00:00
data_quality_pipeline,run_checks,15,1,78,True,False,SchemaValidationError: expected 12 columns but received 11. Missing: [email_verified],Schema Change,2024-02-20T09:45:00+00:00
deployment_pipeline,aggregate_kpi,165,0,75391,False,False,"MemoryError: unable to allocate 8.4 GiB. Worker OOM killed by kernel. Context: Symfony\\Component\\HttpKernel\\Event\\KernelEvent::isMasterRequest()"" is deprecated, use ""isMainRequest()"" instead. {""exception"":""[object] (ErrorExce | Symfony\\Component\\HttpKernel\\Event\\KernelEvent::isMasterRequest()"" is deprecated, use ""isMainRequest()"" instead. {""exception"":""[object] (ErrorExce | Symfony\\Component\\HttpKernel\\Event\\KernelEvent::isMasterRequest()"" is deprecated, use ""isMainRequest()"" inst...",Resource Exhaustion,2023-12-21T08:16:00+00:00
security_scan_pipeline,process_logs,1179,1,18140,False,False,KilledWorker: task exceeded memory limit and was killed by orchestrator on details-v1-79548dfc8f-22flc. Context: FATAL SignalException: SIGTERM | FATAL SignalException: SIGTERM | ERROR `/' not found.,Resource Exhaustion,2024-02-15T05:08:00+00:00
resource_mgmt_pipeline,collect_traces,20,4,97723,False,False,HTTPError: 503 Service Unavailable from pod scenario10-bot-deployment-69bbf69f44-9sg9c. Context: stderr F Failed password for root from 10.1.64.117 port 37942 ssh2 | stderr F Failed password for root from 10.1.64.117 port 38778 ssh2 | stderr F Failed password for root from 10.1.64.117 port 55816 ssh2,API Failure,2024-01-15T17:21:00+00:00
data_quality_pipeline,generate_report,50,2,22,False,False,DataNotReadyError: partition not yet available. Upstream ETL may be delayed.,Missing Data,2024-02-27T12:36:00+00:00
autoscale_pipeline,monitor_latency,508,4,257063,False,False,"KilledWorker: task exceeded memory limit and was killed by orchestrator on productpage-v1-7f4c6b8f9-6b9r5. Context: stderr F [1][warning][config] [./source/common/config/grpc_stream.h:160] StreamAggregatedResources gRPC config stream closed: 3, Resource not found: m",Resource Exhaustion,2023-12-07T01:58:00+00:00
analytics_pipeline,export_dashboards,76,0,250,True,False,TypeError: cannot cast column 'revenue' from string to float. Upstream type changed.,Schema Change,2024-03-24T01:44:00+00:00
notification_pipeline,gather_triggers,27,4,67,False,False,SourceUnavailableError: table 'raw.events' has no partition for date=2026-03-01.,Missing Data,2024-01-23T03:04:00+00:00
billing_pipeline,apply_pricing,22,3,0,False,True,"CascadeFailure: 3 upstream dependencies failed: order_etl, payment, billing.",Dependency Failure,2024-01-25T03:19:00+00:00
analytics_pipeline,compute_kpis,36,4,67,False,False,EmptyDatasetError: source query returned 0 rows. Expected at least 10000.,Missing Data,2024-01-23T16:07:00+00:00
data_quality_pipeline,run_checks,7,1,0,False,True,UpstreamFailure: sensor timed out waiting for DAG 'payment_pipeline' to complete.,Dependency Failure,2024-02-18T20:38:00+00:00
error_tracking_pipeline,validate_deployment,335,2,9504,False,False,ConnectionError: max retries exceeded connecting to scenario10-bot-deployment-69bbf69f44-9sg9c:8080. Context: stderr F Failed password for root from 10.1.64.117 port 41420 ssh2 | stderr F Failed password for root from 10.1.64.117 port 44654 ssh2 | stderr F Failed password for root from 10.1.64.117 port 33728 ssh2,API Failure,2024-01-15T13:43:00+00:00
fraud_detection_pipeline,run_rules,66,0,184,True,False,ValidationError: field 'created_at' missing from source table 'users_v2'.,Schema Change,2024-01-29T12:26:00+00:00
data_quality_pipeline,generate_report,25,3,52,True,False,EmptyDatasetError: source query returned 0 rows. Expected at least 10000.,Missing Data,2024-03-21T03:58:00+00:00
service_mesh_pipeline,aggregate_kpi,1212,5,333331,False,False,"MemoryError: unable to allocate 11.4 GiB. Worker OOM killed by kernel. Context: stderr F [1][warning][config] [./source/common/config/grpc_stream.h:160] StreamAggregatedResources gRPC config stream closed: 3, Resource not found: m",Resource Exhaustion,2023-12-07T11:13:00+00:00
analytics_pipeline,aggregate_daily,16,3,0,False,True,PipelineAborted: parent DAG 'analytics_pipeline' was manually stopped by operator.,Dependency Failure,2024-01-14T02:39:00+00:00
payment_pipeline,fetch_payments,26,4,31,False,False,SourceUnavailableError: table 'raw.events' has no partition for date=2026-03-01.,Missing Data,2024-02-12T07:03:00+00:00
search_index_pipeline,deploy_index,580,0,49712,True,True,DataQualityError: column 'email' has 45% null values. Threshold is 5%.,Data Quality Issue,2024-03-22T08:10:00+00:00
data_quality_pipeline,alert_owners,23,2,5,False,False,EmptyFileError: downloaded file is 0 bytes. Source may have failed silently.,Missing Data,2024-01-18T16:47:00+00:00
fraud_detection_pipeline,ingest_transactions,433,0,94797,False,False,DuplicateKeyError: 340 duplicate primary keys found in 'users' table.,Data Quality Issue,2024-01-26T06:02:00+00:00
recommendation_pipeline,fetch_interactions,616,2,80303,False,False,FreshnessError: latest record is from 2026-02-28. Data is 3 days stale.,Data Quality Issue,2024-03-04T01:28:00+00:00
resource_mgmt_pipeline,monitor_latency,243,2,209374,False,False,"KilledWorker: task exceeded memory limit and was killed by orchestrator on ip-10-1-100-109|web|ap-. Context: ip-10-1-13-87 dhclient[2141]: XMT: Solicit on eth0, interval 125420ms. | ip-10-1-100-128 systemd: Created slice User Slice of root. | ip-10-1-100-128 systemd: Started Session 132 of user root.",Resource Exhaustion,2024-01-25T16:06:00+00:00
search_index_pipeline,deploy_index,28,0,0,False,True,"CascadeFailure: 3 upstream dependencies failed: order_etl, payment, billing.",Dependency Failure,2024-01-18T06:53:00+00:00
fraud_detection_pipeline,flag_fraud,2,3,0,False,True,PipelineAborted: parent DAG 'analytics_pipeline' was manually stopped by operator.,Dependency Failure,2024-02-11T12:25:00+00:00
cloud_infra_pipeline,monitor_latency,1677,4,37440,False,False,"ResourceError: CPU throttled. Container exceeds cgroup limit on pod productpage-v1-94d68db49-zvtz8. Context: Symfony\\Component\\HttpKernel\\Event\\KernelEvent::isMasterRequest()"" is deprecated, use ""isMainRequest()"" instead. {""exception"":""[object] (ErrorExce | Symfony\\Component\\HttpKernel\\Event\\KernelEvent::isMasterRequest()"" is deprecated, use ""isMainRequest()"" instead. {""exception"":""[object] (ErrorExce | Symfony\\Component\\HttpKernel\\Event\\KernelEvent::isMasterRequest()"" is deprecat...",Resource Exhaustion,2023-12-21T02:06:00+00:00
recommendation_pipeline,fetch_interactions,7,3,56,False,False,DataNotReadyError: partition not yet available. Upstream ETL may be delayed.,Missing Data,2024-01-25T23:18:00+00:00
security_scan_pipeline,scan_containers,328,9,88069,False,False,TimeoutError: API call to scenario10-bot-deployment-69bbf69f44-9sg9c timed out after 30s. DDoS suspected. Context: stderr F Failed password for root from 10.1.64.117 port 45630 ssh2 | stderr F Failed password for root from 10.1.64.117 port 52292 ssh2 | stderr F Failed password for root from 10.1.64.117 port 42690 ssh2,API Failure,2024-01-15T20:10:00+00:00
payment_pipeline,fetch_payments,50,1,262,True,False,"PandasError: column 'user_id' dtype mismatch: expected int64, got object.",Schema Change,2024-02-25T22:45:00+00:00
customer_360_pipeline,enrich_profiles,19,2,0,False,True,UpstreamFailure: sensor timed out waiting for DAG 'payment_pipeline' to complete.,Dependency Failure,2024-03-13T04:03:00+00:00
container_orchestration_pipeline,sync_config,1506,5,490406,False,False,"KilledWorker: task exceeded memory limit and was killed by orchestrator on ip-10-1-100-109|web|ap-. Context: ip-10-1-100-128 systemd: Removed slice User Slice of root. | ip-10-1-100-128 dhclient[2114]: XMT: Solicit on eth0, interval 119960ms. | ip-10-1-13-124 dhclient[2410]: DHCPACK from 10.1.13.1 (xid=0x1f5abfb3)",Resource Exhaustion,2024-01-24T11:35:00+00:00
cost_tracking_pipeline,run_diagnostics,637,2,3316,False,False,"ResourceError: CPU throttled. Container exceeds cgroup limit on pod productpage-v1-94d68db49-zvtz8. Context: Symfony\\Component\\HttpKernel\\Event\\KernelEvent::isMasterRequest()"" is deprecated, use ""isMainRequest()"" instead. {""exception"":""[object] (ErrorExce | Symfony\\Component\\HttpKernel\\Event\\KernelEvent::isMasterRequest()"" is deprecated, use ""isMainRequest()"" instead. {""exception"":""[object] (ErrorExce | stdout F reply: 'HTTP/1.1 503 Service Unavailable\\r\\n'",Resource Exhaustion,2023-12-21T19:44:00+00:00
cost_tracking_pipeline,process_logs,1498,1,365022,False,False,"ResourceError: CPU throttled. Container exceeds cgroup limit on pod productpage-v1-7f4c6b8f9-6b9r5. Context: stderr F [1][warning][config] [./source/common/config/grpc_stream.h:160] StreamAggregatedResources gRPC config stream closed: 3, Resource not found: m",Resource Exhaustion,2023-12-08T14:05:00+00:00
order_etl_pipeline,transform_orders,10,3,0,False,True,UpstreamFailure: sensor timed out waiting for DAG 'payment_pipeline' to complete.,Dependency Failure,2024-01-27T08:50:00+00:00
container_orchestration_pipeline,validate_deployment,1747,1,313984,False,False,"MemoryError: unable to allocate 12.9 GiB. Worker OOM killed by kernel. Context: Symfony\\Component\\HttpKernel\\Event\\KernelEvent::isMasterRequest()"" is deprecated, use ""isMainRequest()"" instead. {""exception"":""[object] (ErrorExce | Symfony\\Component\\HttpKernel\\Event\\KernelEvent::isMasterRequest()"" is deprecated, use ""isMainRequest()"" instead. {""exception"":""[object] (ErrorExce | Symfony\\Component\\HttpKernel\\Event\\KernelEvent::isMasterRequest()"" is deprecated, use ""isMainRequest()"" ins...",Resource Exhaustion,2023-12-22T23:56:00+00:00
error_tracking_pipeline,collect_traces,240,1,418597,False,False,"MemoryError: unable to allocate 15.7 GiB. Worker OOM killed by kernel. Context: stderr F [1][warning][config] [./source/common/config/grpc_stream.h:160] StreamAggregatedResources gRPC config stream closed: 3, Resource not found: m",Resource Exhaustion,2023-12-07T08:20:00+00:00
cluster_ops_pipeline,check_endpoints,563,1,254821,False,False,"ResourceError: CPU throttled. Container exceeds cgroup limit on pod productpage-v1-7f4c6b8f9-6b9r5. Context: stderr F [1][warning][config] [./source/common/config/grpc_stream.h:160] StreamAggregatedResources gRPC config stream closed: 3, Resource not found: m",Resource Exhaustion,2023-12-08T02:40:00+00:00
notification_pipeline,gather_triggers,43,3,32,False,False,TimeoutError: waited 3600s for upstream data but file never appeared.,Missing Data,2024-03-05T19:31:00+00:00
latency_monitoring_pipeline,sync_config,2721,4,455440,False,False,ResourceError: CPU throttled. Container exceeds cgroup limit on pod details-v1-79548dfc8f-22flc. Context: ERROR `/' not found. | FATAL SignalException: SIGTERM | FATAL SignalException: SIGTERM,Resource Exhaustion,2024-02-15T11:02:00+00:00
data_quality_pipeline,run_checks,85,0,194085,False,False,RangeError: column 'age' contains values > 200. Max allowed is 150.,Data Quality Issue,2024-01-28T17:56:00+00:00
notification_pipeline,send_batch,59,1,405,True,False,SchemaError: new column 'phone_hash' detected but not in expected schema.,Schema Change,2024-01-22T00:24:00+00:00
autoscale_pipeline,audit_resources,3525,1,419171,False,False,"DiskFullError: /tmp is at 100% capacity on pod productpage-v1-94d68db49-zvtz8. Cannot write results. Context: Symfony\\Component\\HttpKernel\\Event\\KernelEvent::isMasterRequest()"" is deprecated, use ""isMainRequest()"" instead. {""exception"":""[object] (ErrorExce | Symfony\\Component\\HttpKernel\\Event\\KernelEvent::isMasterRequest()"" is deprecated, use ""isMainRequest()"" instead. {""exception"":""[object] (ErrorExce | Symfony\\Component\\HttpKernel\\Event\\KernelEvent::isMasterRequest()"" is depreca...",Resource Exhaustion,2023-12-22T14:31:00+00:00
network_monitor_pipeline,evaluate_sli,3352,0,370524,False,False,"KilledWorker: task exceeded memory limit and was killed by orchestrator on productpage-v1-94d68db49-zvtz8. Context: stderr F [1][warning][config] [./source/common/config/grpc_stream.h:160] StreamAggregatedResources gRPC config stream closed: 3, Resource not found: m | Symfony\\Component\\HttpKernel\\Event\\KernelEvent::isMasterRequest()"" is deprecated, use ""isMainRequest()"" instead. {""exception"":""[object] (ErrorExce | stdout F reply: 'HTTP/1.1 503 Service Unavailable\\r\\n'",Resource Exhaustion,2023-12-22T08:18:00+00:00
security_scan_pipeline,process_logs,349,5,84977,False,False,TimeoutError: API call to scenario10-bot-deployment-69bbf69f44-9sg9c timed out after 30s. DDoS suspected. Context: stderr F Failed password for root from 10.1.64.117 port 48382 ssh2 | stderr F Failed password for root from 10.1.64.117 port 51398 ssh2 | stderr F Failed password for root from 10.1.64.117 port 33922 ssh2,API Failure,2024-01-15T18:46:00+00:00
k8s_monitoring_pipeline,check_endpoints,259,4,92752,False,False,HTTPError: 503 Service Unavailable from pod scenario10-bot-deployment-69bbf69f44-9sg9c. Context: stderr F Failed password for root from 10.1.64.117 port 33150 ssh2 | stderr F Failed password for root from 10.1.64.117 port 54028 ssh2 | stderr F Failed password for root from 10.1.64.117 port 43228 ssh2,API Failure,2024-01-15T13:15:00+00:00
service_mesh_pipeline,audit_resources,1147,1,341175,False,False,"DiskFullError: /tmp is at 100% capacity on pod productpage-v1-7f4c6b8f9-6b9r5. Cannot write results. Context: stderr F [1][warning][config] [./source/common/config/grpc_stream.h:160] StreamAggregatedResources gRPC config stream closed: 3, Resource not found: m",Resource Exhaustion,2023-12-08T17:56:00+00:00
marketing_pipeline,generate_reports,755,2,87808,False,False,RangeError: column 'age' contains values > 200. Max allowed is 150.,Data Quality Issue,2024-02-17T15:32:00+00:00
cluster_ops_pipeline,check_endpoints,369,7,78798,False,False,ConnectionError: max retries exceeded connecting to scenario10-bot-deployment-69bbf69f44-9sg9c:8080. Context: stderr F Failed password for root from 10.1.64.117 port 53954 ssh2 | stderr F Failed password for root from 10.1.64.117 port 35364 ssh2 | stderr F Failed password for root from 10.1.64.117 port 34600 ssh2,API Failure,2024-01-16T10:39:00+00:00
container_orchestration_pipeline,evaluate_sli,510,2,67342,False,False,HTTPError: 429 Too Many Requests from scenario10-bot-deployment-69bbf69f44-9sg9c. Rate limit exceeded. Context: stderr F Failed password for root from 10.1.64.117 port 45642 ssh2 | stderr F Failed password for root from 10.1.64.117 port 38672 ssh2 | stderr F Failed password for root from 10.1.64.117 port 49396 ssh2,API Failure,2024-01-16T18:05:00+00:00
search_index_pipeline,deploy_index,62,1,200,True,False,"PandasError: column 'user_id' dtype mismatch: expected int64, got object.",Schema Change,2024-03-29T12:44:00+00:00
ml_training_pipeline,evaluate_model,62,2,219,True,False,"PandasError: column 'user_id' dtype mismatch: expected int64, got object.",Schema Change,2024-01-05T23:56:00+00:00
deployment_pipeline,evaluate_sli,1160,0,83750,False,False,"ResourceError: CPU throttled. Container exceeds cgroup limit on pod productpage-v1-94d68db49-zvtz8. Context: Symfony\\Component\\HttpKernel\\Event\\KernelEvent::isMasterRequest()"" is deprecated, use ""isMainRequest()"" instead. {""exception"":""[object] (ErrorExce | Symfony\\Component\\HttpKernel\\Event\\KernelEvent::isMasterRequest()"" is deprecated, use ""isMainRequest()"" instead. {""exception"":""[object] (ErrorExce | Symfony\\Component\\HttpKernel\\Event\\KernelEvent::isMasterRequest()"" is deprecat...",Resource Exhaustion,2023-12-22T14:00:00+00:00
marketing_pipeline,generate_reports,10,4,19,False,False,EmptyDatasetError: source query returned 0 rows. Expected at least 10000.,Missing Data,2024-02-20T08:14:00+00:00
resource_mgmt_pipeline,monitor_latency,2303,2,479693,False,False,"MemoryError: unable to allocate 6.8 GiB. Worker OOM killed by kernel. Context: ip-10-1-13-87 dhclient[2101]: DHCPREQUEST on eth0 to 10.1.13.1 port 67 (xid=0x10b95b10) | ip-10-1-13-87 ec2net: [get_meta] Trying to get http://169.254.169.254/latest/meta-data/network/interfaces/macs/0e:1a:8b:75:10:6b/local-ipv4s | ip-10-1-13-124 dhclient[2450]: XMT: Solicit on eth0, interval 110040ms.",Resource Exhaustion,2024-01-24T16:46:00+00:00
k8s_monitoring_pipeline,validate_deployment,1101,3,136854,False,False,"MemoryError: unable to allocate 3.9 GiB. Worker OOM killed by kernel. Context: Symfony\\Component\\HttpKernel\\Event\\KernelEvent::isMasterRequest()"" is deprecated, use ""isMainRequest()"" instead. {""exception"":""[object] (ErrorExce | Symfony\\Component\\HttpKernel\\Event\\KernelEvent::isMasterRequest()"" is deprecated, use ""isMainRequest()"" instead. {""exception"":""[object] (ErrorExce | Symfony\\Component\\HttpKernel\\Event\\KernelEvent::isMasterRequest()"" is deprecated, use ""isMainRequest()"" inst...",Resource Exhaustion,2023-12-21T18:13:00+00:00
notification_pipeline,gather_triggers,544,2,30986,False,False,ValidationError: 1200 rows have negative 'order_amount'. Expected >= 0.,Data Quality Issue,2024-01-04T11:15:00+00:00
latency_monitoring_pipeline,sync_config,3340,0,50059,False,False,"MemoryError: unable to allocate 12.6 GiB. Worker OOM killed by kernel. Context: stderr F [1][warning][config] [./source/common/config/grpc_stream.h:160] StreamAggregatedResources gRPC config stream closed: 3, Resource not found: m",Resource Exhaustion,2023-12-08T20:50:00+00:00
analytics_pipeline,aggregate_daily,99,0,264,True,False,TypeError: cannot cast column 'revenue' from string to float. Upstream type changed.,Schema Change,2024-02-28T13:43:00+00:00
fraud_detection_pipeline,flag_fraud,59,2,46,True,True,"PandasError: column 'user_id' dtype mismatch: expected int64, got object.",Schema Change,2024-01-09T20:19:00+00:00
microservice_health_pipeline,detect_anomaly,3481,0,36927,False,False,"ResourceError: CPU throttled. Container exceeds cgroup limit on pod productpage-v1-7f4c6b8f9-6b9r5. Context: stderr F [1][warning][config] [./source/common/config/grpc_stream.h:160] StreamAggregatedResources gRPC config stream closed: 3, Resource not found: m",Resource Exhaustion,2023-12-08T21:49:00+00:00
ml_training_pipeline,evaluate_model,23,1,0,False,True,DependencyError: upstream pipeline 'user_etl_pipeline' failed. Cannot proceed.,Dependency Failure,2024-01-25T05:01:00+00:00
cost_tracking_pipeline,detect_anomaly,1399,2,20962,False,False,KilledWorker: task exceeded memory limit and was killed by orchestrator on ip-10-1-100-109|web|ap-. Context: ip-10-1-100-128 systemd: Started Session 132 of user root. | ip-10-1-13-87 dhclient[2101]: DHCPREQUEST on eth0 to 10.1.13.1 port 67 (xid=0x10b95b10) | ip-10-1-13-124 NET: dhclient: Locked /run/dhclient/resolv.lock,Resource Exhaustion,2024-01-24T20:43:00+00:00
network_monitor_pipeline,monitor_latency,1975,0,405868,False,False,"DiskFullError: /tmp is at 100% capacity on pod productpage-v1-94d68db49-zvtz8. Cannot write results. Context: Symfony\\Component\\HttpKernel\\Event\\KernelEvent::isMasterRequest()"" is deprecated, use ""isMainRequest()"" instead. {""exception"":""[object] (ErrorExce | Symfony\\Component\\HttpKernel\\Event\\KernelEvent::isMasterRequest()"" is deprecated, use ""isMainRequest()"" instead. {""exception"":""[object] (ErrorExce | Symfony\\Component\\HttpKernel\\Event\\KernelEvent::isMasterRequest()"" is depreca...",Resource Exhaustion,2023-12-21T14:04:00+00:00
security_scan_pipeline,check_endpoints,2425,5,26551,False,False,"KilledWorker: task exceeded memory limit and was killed by orchestrator on ip-10-1-100-109|web|ap-. Context: ip-10-1-13-124 dhclient[2450]: XMT: Solicit on eth0, interval 110040ms. | ip-10-1-13-124 ec2net: [remove_aliases] Removing aliases of eth0 | ip-10-1-100-128 dhclient[2114]: XMT: Solicit on eth0, interval 118050ms.",Resource Exhaustion,2024-01-25T17:55:00+00:00
resource_mgmt_pipeline,check_endpoints,224,3,21300,False,False,HTTPError: 429 Too Many Requests from scenario10-bot-deployment-69bbf69f44-9sg9c. Rate limit exceeded. Context: stderr F Failed password for root from 10.1.64.117 port 60658 ssh2 | stderr F Failed password for root from 10.1.64.117 port 58550 ssh2 | stderr F Failed password for root from 10.1.64.117 port 57760 ssh2,API Failure,2024-01-15T17:23:00+00:00
microservice_health_pipeline,process_logs,240,8,78812,False,False,HTTPError: 429 Too Many Requests from scenario10-bot-deployment-69bbf69f44-9sg9c. Rate limit exceeded. Context: stdout F reply: 'HTTP/1.1 503 Service Unavailable\\r\\n' | stderr F Failed password for root from 10.1.64.117 port 52050 ssh2 | stderr F Failed password for root from 10.1.64.117 port 57284 ssh2,API Failure,2024-01-15T11:49:00+00:00
notification_pipeline,send_batch,650,0,67773,True,False,RangeError: column 'age' contains values > 200. Max allowed is 150.,Data Quality Issue,2024-03-15T11:07:00+00:00
security_scan_pipeline,aggregate_kpi,2817,0,50629,False,False,ResourceError: CPU throttled. Container exceeds cgroup limit on pod details-v1-79548dfc8f-22flc. Context: FATAL SignalException: SIGTERM | FATAL SignalException: SIGTERM | FATAL SignalException: SIGTERM,Resource Exhaustion,2024-02-15T16:49:00+00:00
microservice_health_pipeline,scan_containers,997,5,42741,False,False,"DiskFullError: /tmp is at 100% capacity on pod productpage-v1-94d68db49-zvtz8. Cannot write results. Context: Symfony\\Component\\HttpKernel\\Event\\KernelEvent::isMasterRequest()"" is deprecated, use ""isMainRequest()"" instead. {""exception"":""[object] (ErrorExce | Symfony\\Component\\HttpKernel\\Event\\KernelEvent::isMasterRequest()"" is deprecated, use ""isMainRequest()"" instead. {""exception"":""[object] (ErrorExce | Symfony\\Component\\HttpKernel\\Event\\KernelEvent::isMasterRequest()"" is depreca...",Resource Exhaustion,2023-12-21T08:49:00+00:00
error_tracking_pipeline,sync_config,2031,0,81963,False,False,MemoryError: unable to allocate 7.5 GiB. Worker OOM killed by kernel. Context: FATAL SignalException: SIGTERM | FATAL SignalException: SIGTERM | FATAL SignalException: SIGTERM,Resource Exhaustion,2024-02-15T12:38:00+00:00
order_etl_pipeline,transform_orders,412,2,70342,False,False,DuplicateKeyError: 340 duplicate primary keys found in 'users' table.,Data Quality Issue,2024-01-18T10:06:00+00:00
clickstream_pipeline,store_sessions,14,2,0,False,True,TaskFailedError: depends on 'extract_orders' which has status=FAILED.,Dependency Failure,2024-02-11T02:09:00+00:00
ml_training_pipeline,train_model,63,1,167,True,False,SchemaError: new column 'phone_hash' detected but not in expected schema.,Schema Change,2024-03-28T23:44:00+00:00
inventory_sync,pull_inventory,519,0,111593,False,False,"FormatError: 890 rows in 'phone_number' don't match pattern +[0-9]{10,15}.",Data Quality Issue,2024-01-19T15:12:00+00:00
load_balancer_pipeline,audit_resources,3345,4,473411,False,False,"MemoryError: unable to allocate 3.6 GiB. Worker OOM killed by kernel. Context: stderr F [1][warning][config] [./source/common/config/grpc_stream.h:160] StreamAggregatedResources gRPC config stream closed: 3, Resource not found: m",Resource Exhaustion,2023-12-08T02:18:00+00:00
payment_pipeline,aggregate_payments,62,1,119096,False,False,ValidationError: 1200 rows have negative 'order_amount'. Expected >= 0.,Data Quality Issue,2024-02-10T22:04:00+00:00
microservice_health_pipeline,check_pod_health,782,4,338270,False,False,"KilledWorker: task exceeded memory limit and was killed by orchestrator on productpage-v1-94d68db49-zvtz8. Context: stdout F reply: 'HTTP/1.1 503 Service Unavailable\\r\\n' | Symfony\\Component\\HttpKernel\\Event\\KernelEvent::isMasterRequest()"" is deprecated, use ""isMainRequest()"" instead. {""exception"":""[object] (ErrorExce | Symfony\\Component\\HttpKernel\\Event\\KernelEvent::isMasterRequest()"" is deprecated, use ""isMainRequest()"" instead. {""exception"":""[object] (ErrorExce",Resource Exhaustion,2023-12-22T18:51:00+00:00
security_scan_pipeline,process_logs,1893,0,297837,False,False,KilledWorker: task exceeded memory limit and was killed by orchestrator on details-v1-79548dfc8f-22flc. Context: FATAL SignalException: SIGTERM | FATAL SignalException: SIGTERM | FATAL SignalException: SIGTERM,Resource Exhaustion,2024-02-15T18:14:00+00:00
network_monitor_pipeline,check_endpoints,2799,2,205860,False,False,"ResourceError: CPU throttled. Container exceeds cgroup limit on pod productpage-v1-7f4c6b8f9-6b9r5. Context: stderr F [1][warning][config] [./source/common/config/grpc_stream.h:160] StreamAggregatedResources gRPC config stream closed: 3, Resource not found: m",Resource Exhaustion,2023-12-07T03:40:00+00:00
cluster_ops_pipeline,scan_containers,3247,3,9821,False,False,"KilledWorker: task exceeded memory limit and was killed by orchestrator on ip-10-1-100-109|web|ap-. Context: ip-10-1-13-87 ec2net: [get_meta] Querying IMDS for meta-data/network/interfaces/macs/0e:1a:8b:75:10:6b/local-ipv4s | ip-10-1-13-124 systemd: Started Session 134 of user root. | ip-10-1-13-87 dhclient[2141]: XMT: Solicit on eth0, interval 115790ms.",Resource Exhaustion,2024-01-24T16:11:00+00:00
fraud_detection_pipeline,ingest_transactions,726,1,162457,False,False,"FormatError: 890 rows in 'phone_number' don't match pattern +[0-9]{10,15}.",Data Quality Issue,2024-01-27T02:46:00+00:00
payment_pipeline,aggregate_payments,59,3,72,True,False,DataNotReadyError: partition not yet available. Upstream ETL may be delayed.,Missing Data,2024-01-27T07:39:00+00:00
deployment_pipeline,validate_deployment,99,5,42905,False,False,HTTPError: 429 Too Many Requests from scenario10-bot-deployment-69bbf69f44-9sg9c. Rate limit exceeded. Context: stderr F Failed password for root from 10.1.64.117 port 35528 ssh2 | stderr F Failed password for root from 10.1.64.117 port 34614 ssh2 | stderr F Failed password for root from 10.1.64.117 port 36532 ssh2,API Failure,2024-01-15T23:28:00+00:00
security_scan_pipeline,collect_traces,115,3,78244,False,False,ConnectionError: max retries exceeded connecting to scenario10-bot-deployment-69bbf69f44-9sg9c:8080. Context: stdout F reply: 'HTTP/1.1 503 Service Unavailable\\r\\n' | stderr F Failed password for root from 10.1.64.117 port 52574 ssh2 | stderr F Failed password for root from 10.1.64.117 port 38466 ssh2,API Failure,2024-01-16T09:53:00+00:00
customer_360_pipeline,deduplicate,26,3,0,False,False,TaskFailedError: depends on 'extract_orders' which has status=FAILED.,Dependency Failure,2024-01-26T03:05:00+00:00
k8s_monitoring_pipeline,sync_config,1646,1,325464,False,False,KilledWorker: task exceeded memory limit and was killed by orchestrator on details-v1-79548dfc8f-22flc. Context: FATAL SignalException: SIGTERM | ERROR `/' not found. | FATAL SignalException: SIGTERM,Resource Exhaustion,2024-02-16T17:15:00+00:00
autoscale_pipeline,check_endpoints,2069,0,172213,False,False,"KilledWorker: task exceeded memory limit and was killed by orchestrator on productpage-v1-7f4c6b8f9-6b9r5. Context: stderr F [1][warning][config] [./source/common/config/grpc_stream.h:160] StreamAggregatedResources gRPC config stream closed: 3, Resource not found: m",Resource Exhaustion,2023-12-07T02:59:00+00:00
inventory_sync,reconcile_stock,99,2,124,True,False,ValidationError: field 'created_at' missing from source table 'users_v2'.,Schema Change,2024-03-03T23:36:00+00:00
cost_tracking_pipeline,validate_deployment,3492,3,489347,False,False,KilledWorker: task exceeded memory limit and was killed by orchestrator on details-v1-79548dfc8f-22flc. Context: FATAL SignalException: SIGTERM | FATAL SignalException: SIGTERM | ERROR `/' not found.,Resource Exhaustion,2024-02-16T19:55:00+00:00
